audio_id,transcription,detected_language
../data/audios\6883551124494814469,They say these parties are recorded. Shit. I can't wait to blow the White House up.,en
../data/audios\6883637079125921029,"Bro, I just opened the door and this is what I see. Where did you even get these from? The church. Why did you do this? Because we're gonna redo it to trump the penis and put them back. Oh my.",en
../data/audios\6883676816578514181,"I'd like to ask myself, if I didn't just ask you, before I let you go, if you noticed the fly on Vice President Pence's head at the time during the debate, or if that was something that only, we could see it at home, could you see it sitting next to him? Did you have feelings about, like did you have the instinct to? I just, you know, I think that it's important that we kind of find a way for all of us to move on and, you know, kind of fly away from this subject.",en
../data/audios\6883678085271620869,"I just realized that I would kick myself if I didn't just ask you before I let you go if you noticed the fly on Vice President Pence's head at the time during the debate. Alright, Joel. Or if that was something that only... We could see it at home. Could you see it sitting next to him? Did you have feelings about, like, did you have the instinct to... I just, you know, I think that it's important that we kind of find a way for all of us to move on and, you know, kind of fly away from this subject onto something else.",en
../data/audios\6883684367630126342,I don't know if you guys saw yesterday Amy Coney Barrett held up a notepad and it had no notes on it and all the Republicans were so excited over this. I really don't know what kind of notes you're supposed to bring to one of these But I think bringing some notes would help prevent things like this What are the five freedoms of the First Amendment? Speech religion press assembly Speech press religion assembly I don't know what am I missing? Redress or protest Okay Her job is literally to interpret the Constitution and she can't even list off what the First Amendment does Like I that's insane It's also literally a citizenship question If you are trying to immigrate into the United States and get American citizenship You need to know the answer to this question the question that the Supreme Court Justice nominee did not know the answer to,en
../data/audios\6883693959051250949,Tududu-tududu-tudu-tudu-tudu-tudu-tudu...,en
../data/audios\6883847932437597445,"Now I'm a professional athlete, I've been one for most of my life so I've always seen things through a sports lens That makes Donald Trump our head coach And before the global pandemic we were winning Super Bowls And when you're winning Super Bowls you don't fire the coach You don't, doesn't matter if you don't like the plays he runs The players he puts on the field or what he says on Twitter You sure as hell don't replace him for another coach That's been in the business for 47 years at every level and never won a fucking game YES!",en
../data/audios\6883883286154808582,"So just do this dance as you're watching it, okay? Yeah.",en
../data/audios\6883890847713086726,My girlfriend said she'd leave me if I didn't support Trump. I said bye then,en
../data/audios\6883894441027980549,"Ready to stress about electoral college? Okay, so everybody's saying Biden's gonna win a landslide. They already have it marked as 290 to 163, like it's just a guarantee. It's not. This is including Wisconsin, Michigan, Pennsylvania, and Arizona, which Trump won in 2016. Let's take those down. Let's also take this congressional district in Nebraska away because Trump also won that. Let's just take those out and let's look at the new updated score. That would make 232 to 163 a little closer, probably more likely. So let's just leave all those as swing states for now and notice that all the things in yellow, Trump won in 2016. We have to keep that in mind. So if we start giving him some of these wins because he's probably gonna get it, let's give him Ohio, let's give him Georgia, let's give him Florida, let's give him North Carolina, and let's give him the great old state of Iowa, and that puts him ahead 247 to 232. Now we have four states left all again won by Trump in 2016. We have to keep that in mind. Let's go ahead and give him Pennsylvania. Let's hope, but we'll see. So that also puts him high three points away from the win. That's terrifying. So we have these three states left and these congressional districts.",en
../data/audios\6883895900784151814,"Hi, are you stressing? Okay, part two. So Trump is getting ahead. I'm getting nervous. But if we give Wisconsin and we give the great state of Michigan, love you guys in Wisconsin, love your cheese. I'm an Ohio state fan, but come on Michigan. And then hi, if we give Arizona, love your energy this year. Come on, Mark Kelly. If we give all those to Biden, that gives him 269, one point away. Now, how does he win, you ask? So this congressional district in Maine and this congressional district in Nebraska, kind of swing districts. The one in Maine, pretty rural, probably going to go to Trump, 268. But the one in Nebraska is basically Omaha. It is a blue city. It has voted democratic in the past. Although it did go to Trump in 2016, it is a swing district and up for grabs. So if we get this one congressional point, this one electoral college point to Trump, we have a 269 to 269 electoral college tie sends us into madness. But if we give this one electoral college point to Joe Biden, we have a Joe Biden presidency. We save our democracy. So good people of Omaha, I ask you, I ask you, I beg you, do you want to be the cause of an electoral college tie and madness? Or would you like to give the presidency to Joe Biden and save our democracy? Hi, vote blue to Omaha, vote blue Omaha.",en
../data/audios\6883898200663624965,It better fucking go that way. As soon as it's gonna take off and make a loud noise I'm gonna drop phone. You retarded? This motherfucker's retarded!,en
../data/audios\6883900883168431365,"A sixth grade teacher asked your class the other day how many of them were Trump fans. And most of them not knowing what a Trump fan was and of course wanting to be liked by their teacher, they all raised their hands. Well, all except for little Johnny. The teacher looks over at little Johnny and says, Johnny, why are you being different again? And he says, well, because I'm not a Trump fan. And she says, well, why are you not a Trump fan? And he says, because I'm a Democrat. She says, really, why are you a Democrat? He says, well, my mom's a Democrat and my dad's a Democrat. So I'm a Democrat. She says, oh, really? Well, what if your mom was a moron and your dad was an idiot? What would that make you? Johnny smiles and says, a Trump fan.",en
../data/audios\6883986886868667653,"Oh, do a flip!",en
../data/audios\6883987593856437509,"people because they use things like racism. Can I give an example? The other day, Michelle Obama went on TV. She gave a whole speech, talked about how Trump was this and Trump was that. And at the very end of what she said, she made sure to say, and yes, it is racist. You know why? Because the minute you call anything racist or you add race into it, black people get emotional and they come out. Kamala did the same thing because they know how to bait black people in. The problem is black people are stuck looking at CNN and the rest of that stuff. And here's my thing. And I've told black people this before who are Democrat. I don't try to convince Democrats to be Republican. What I try to convince them to do is know your history and read a little bit. Do your research. If you still want to vote Democrat, do what you do. But being informed, being educated and an informed voter, most Democrats can't tell you why they Democrats. They just hate Donald Trump. They can't even tell you what Biden did in 47 years, but they're going to vote for him. Couldn't have said it better myself. Trump 2020.",en
../data/audios\6884001836903189766,"What it would look like if the 2020 presidential candidates swapped genders. Donald Trump, the vice principal of a Connecticut boarding school named Mary Beth who got fired for having an affair with a student. Joe Biden, the highly overqualified moderator of a sports debate talk show. Big Daddy Pence, the mother of a missing child who hasn't been seen for a week and is now making national headlines. Kamala Harris, a blood spatter analyst for the FBI who has an interest in erotic novels. Melania Trump, a sex robot designed in Slovenia in order to infiltrate the hearts of Americans before systematically eliminating all of them.",en
../data/audios\6884002655786634502,"So I just got done voting. Let's turn Texas blue. Finally got to it at University of Houston in Clear Lake, Texas. But I went to the Civic Center in Clear Lake, Texas first. All polling places are supposed to close at 7 p.m. All of them, okay? I walked into the Civic Center and there's this woman there that just looked me up and down. I have blue hair and I'm wearing a mask. Obviously a fucking liberal. So this woman, she goes, oh, we close at five. I was like, that's funny because everyone's supposed to close at seven, right? She goes, no, no, we close at five. I said, this is my only day off that I can possibly do this. Are there any other places around that are open until seven? She goes, no, everyone else around here is also closed at five. I'm like, that just doesn't sound right. So anyway, I left freaking out thinking I'm not going to be able to vote. Someone calls me and says University of Houston, Clear Lake is open. So I went there, found out that the Civic Center voting was right in the wrong building. She lied to me. Photo suppression is fucking real.",en
../data/audios\6884009467181092102,"Mr. Vice President, I'm speaking. I'm speaking.",en
../data/audios\6884018669106498821,"If you could text Trump or Instagram him, what would you say to him? Uh, I hate him. I just hate him.",en
../data/audios\6884031299292613893,"Okay, does Joe Biden have a brother? I am lucky I have two younger brothers. I'm the oldest of three and I've got a sister who's the love of my life.",en
../data/audios\6884069429479623942,"You're gonna vote for him right? No, I don't have to. Yup, you don't have to. He doesn't need your vote. I'm not voting for anybody. I don't have to. Yup. He doesn't need your vote because... Yup! You know he's gonna win. Trump's number one. Yup.",en
../data/audios\6884294556003699973,"Now I'm a professional athlete and I've been one for most of my life so I've always seen things through a sports lens. That makes Donald Trump our head coach and before the global pandemic we were winning Super Bowls. And when you're winning Super Bowls you don't fire the coach. It doesn't matter if you don't like the plays he runs, the players he puts on the field or what he says on Twitter. You sure as hell don't replace him for another coach that's been in the business for 47 years at every level and never won a fucking game.",en
../data/audios\6884321922511932677,"I denounce white supremacy, okay? I denounced white supremacy for years. But you always do it. You always thought of it. You didn't ask Joe Biden whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child. Well, so this is a moment of a dodge. Are you listening? I denounce white supremacy. What's your next question? Do you feel, it feels sometimes you're hesitant to do so. Like you wait to be. Here we go again. Every time, in fact, when people came, I'm sure they'll ask you the white supremacy question. I denounce white supremacy. And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities that are run by Democrats who don't know what they're doing. Is that good enough for you, Lips? No, of course not, because you've asked him a million times and you'll ask him a million more times, and it's no matter how many times he says it, it'll still never be good enough for you. You don't care if he's a racist, and you don't care about black lives.",en
../data/audios\6884335933110471942,"Audience said, why should black people vote for you? Joe Biden said, are you familiar with the term billions? I said, businesses, you'll get billions. Black colleges, you'll get billions. Chokeholds, I'll ban them. Social workers, I'll have them. De-escalation tactics, I'll mandate them. Next motherfucking question. Audience said, what you finna do with these transphobic laws instituted by the Trump administration? Biden said, I'll change the laws. What's the confusion? Next motherfucking question. Audience said, why are you eliminating tax cuts that could help working class people? He said, no, no, no, baby, you're confused. Baby, I'm not eliminating tax cuts for the working class. I'm eliminating tax cuts for people like Jeff Bezos and them down to the Amazon. Next motherfucking question. Baby, Joe Biden came in that town hall and said, try Jesus, not me.",en
../data/audios\6884339384955456773,"My youngest daughter is transgender. The Trump administration has attacked the rights of transgender people, banning them from military service, weakening non-discrimination protections, and even removing the word transgender from some government websites. How will you, as president, reverse this dangerous and discriminatory agenda and ensure that the lives and rights of LGBTQ people are protected under U.S. law? I will flat out just change the law, eliminate those.",en
../data/audios\6884656857638505733,"Mi nombre es Eddie, pero el día de hoy no seré Eddie, seré... The USAGEN Border Patrol Air-Rex Tenerheiro. Stop resisting! Stop resisting!",es
../data/audios\6884683028552092933,"Please don't throw me in the water again. Please don't please don't. Okay. Thank you All right, just lay me down here on the grass next to this. What are you doing with that tractor though? Can you not can you turn that tractor up and please don't run me over?",en
../data/audios\6884720386806779142,"So if we're ever talking and you pull out the infamous like all of my exes were crazy card like I'm gonna hear you out. I'm gonna ask why I'm gonna listen. But see the thing is I know what that means I'm not stupid. So then we're gonna get into a relationship, you know, and I'm gonna be perfect I'm gonna be chill. You want to go hang with your homegirls? Do it You want to have female friends? I don't care. Have fun But while you're falling in love with me, okay, because I'm so chill and I'm so accepting I'm gonna take every ounce of psychological torture that you put those crazy exes through and I'ma turn around on you buddy Because there's nothing funnier than watching a narcissist Sit there and cry and beg me to let him go through my phone because he doesn't trust that I don't have other guys Like I'm not crazy. I'm karma But who's crazy now?",en
../data/audios\6884746216341589253,"Sorry, we're gonna need that. Wait, our election's gonna need those. Not my fault. It's a stamp of approval. You know you can't win, so you made us your scapegoat. No, I hate fraud! No fake news, no fake votes! Two depression and World Wars always deliver was the policy. Even in a pandemic, we stand committed to democracy. But someone could die and vote two times after. You wanna defund mailmen? I thought to choose the voters. The voters choose you. Cheated your taxes, your wife, your SATs are in question, but let's get one thing straight. You can't cheat the election. For 150 years, we've been picking up the votes, so when you lose, I'll be there to deliver the results. Uh-uh. Speaking of... Positive?",en
../data/audios\6884846532110060805,I defund the police because my dad's a police officer and he almost died last week because stupid protesters like you guys defund all police Oh yeah? Cause they were for a corrupt system Oh yeah oh yeah that's why you look like a freaking vampire Hey you little Don't be a snowflake No no no Don't be a snowflake Use facts not feelings I don't want anecdotal evidence about your life stories I want actual facts and statistics not feelings Okay I will tell you about my facts and you She's mad Stop telling me about your feelings because all liberals do is talk about their feelings and not facts on Trump Yeah yeah And all of- really how do you realize no one has- I don't post black squares and I do have a lot of policy reasons why I don't support Trump and why I support Biden,en
../data/audios\6884959047792069890,"To my friends and family, you'll be pleased to know I'm running again this year. Alright, I just googled actual quotes from Donald Trump. The beauty of me is that I'm very rich. The new drugs will be ready by the election. If anybody knew what was really going on, I'd be in fucking jail.",en
../data/audios\6885003467761487109,"If you're a conservative and you don't hate gay people, as I suspect that you don't, I want you to do at this video give me a thumbs up and a big smile. Let's shock the Democrats with our numbers. Republicans do not hate gay people. It is time for this ridiculous narrative to end.",en
../data/audios\6885004921314299142,"Why hello there! Yes, I'm here to rob you. Oh darn. Well, I wish I could defend myself, but as you know, the government has stripped us of all weapons and I can't do that. I know, terrible, right? However, I can buy whatever weapons I want, because I purchased them illegally. You could as well, but you never will, because you're a good citizen. Yeah, I wish I could call the police, but I can't do that either, because as you know, the government has defunded the police and there is no more law enforcement. It's pretty much every man for himself now. Yeah, it's pretty dangerous out there, isn't it? Either way, you should probably look through the peephole next time before you just go opening doors for random people. Yeah, I'll certainly consider that next time. You're not going to kill me and my family, are you? I may, or I may not. I won't know until I get inside. Well, I guess you gotta do what you gotta do. Come on in.",en
../data/audios\6885060263763266821,"Alright, I want to talk about that video and here's why. So back when Bernie Sanders was trying to run for president That's when I had just barely turned 18 and I was about to vote I was gonna vote for Bernie and I actually did in the primary. I even went to one of his rallies in Seattle It was actually pretty good. I'm not gonna lie. His rally was really good. I didn't agree with a lot of things But I kept hearing free free free and that sounded great Because you know what person doesn't want everything for free and hand it to them Well, I just realized that the working class doesn't because they're paying for it And once I actually became a part of the working class I realized that Bernie Sanders and all that was not good. You really need to question Why should people who are working hard for their money have to pay for people choosing to sit at home? And yes, I actually know people sitting at home collecting work for what you want. Don't expect a handout",en
../data/audios\6885090820177874182,"So Joe Biden's team made an official Animal Crossing island and I'm gonna go check it out. Here's the dream address. The island is called Biden HQ. Got a Team Joe island flag. Very sort of city streets look here. Oh they've got a little area with polling booths. Oh my gosh I found him. He says no malarkey. Of course Apollo is here. Very patriotic. Let's go in the house. Oh my gosh, this is so elaborate. They even customized these books to have Team Joe written on them. They customized this mug. Looks like they're hard at work in here honestly. A little calling station. They used this cool like hallway design up here to give it more space. Someone pointed out that this is a photo of young Joe Biden on the wall. All of the villagers have Biden yard signs. Honestly this is so well done. Props to whoever made this. And also if you're old enough to vote, vote for Joe Biden. I already sent in my ballot.",en
../data/audios\6885141626809814278,"plane has five passengers on board, Donald Trump, the Pope, Dr. Anthony Fossey, Hillary Clinton and a 10 year old schoolgirl. The plane is about to crash and there are only four parachutes. Dr. Fossey said, I need one. I have to help develop a cure for the global health crisis that is COVID-19. He straps on a parachute and jumps. The Pope said, I need one. I have to help spiritually guide people through the global health crisis that has COVID-19. He takes one and jumps. Hillary said, I need one. I'm the smartest woman in the United States. She takes one and jumps. President Trump pauses for a moment and then turns to the 10 year old. After a deep sigh, he says tenderly, you can have the last parachute. I've lived my life. Yours is only starting. The child replies, don't worry. There are two parachutes left. The smartest woman in the United States took my school backpack.",en
../data/audios\6885332009548385541,It's like the whole point.,en
../data/audios\6885392212696370438,"I'm Joe Message and I approve this Biden. DIMENSION MON- The only candidate capable of hiding is Tony Stratx. If the coronavirus was a person, would you drink take quail and nyQuil at the same time? I'm Joe Biden and I approve Trump's re-election. Elect Joe Biden a hands-on leader. Nasty fucker.",en
../data/audios\6885427214763052293,"Hey, by the way, did you get a picture of the dogs? I tell you what, did you see the message they sent? They said they miss you. I miss you too, Angel. Okay, I'm heading home now. I'll call you when I get back to Delaware. I love you, baby. Bye-bye. She's an incredible kid.",en
../data/audios\6885441925529275653,"Thanks for proving that you can breathe in a mask. I don't want to hear you next week talking about how it traps CO2 though. Look at that. That's because masks weren't meant to stop Windex bottles. They're meant to stop you from breathing on your neighbor's face. How dense do you have to be to not understand your own experiment? If you'll go back into your video, you'll notice you put it on mist mode. Hey. Notice the stark contrast between what that mist looks like with and without a mask. It's almost like that's the entire fucking point. Nobody's insisting that masks stop 100% of particulates from coming out of your mouth. They reduce them. And your experiment proved that. Congratulations. You walked face first into the point and didn't even duck.",en
../data/audios\6885458539934960901,"So, why do you think Black Lives Matter movement is racist? Look, essentially the Black Lives Matter movement is just the blacks saying that their life matters more than mine. Okay, but all lives can't matter until black lives matter. You hate yourself? Is that actually your lib brain working in false faith to crank up to a new- That's how stupid you sound. Okay, so then why do you support blue lives? What? Well, I mean the same thing you do. You just said that logic doesn't work.",en
../data/audios\6885473224310738178,"Do you know what Donald Trump wants more than anything this fall? Is for the United States to go all red. Well guess what? You got your wish. Let's take a look. Wow. Look at that. That is a pretty red country right there. The country is all red, but not the way you think. Let's take a closer look. Oh my bad. I forgot to tell you. It's a coronavirus that's in the United States map. You did it! You made the country red, dipshit.",en
../data/audios\6885474139147226374,"I'm an American citizen, such as the Trump people, you know, they just don't want to see me. I wanted to take you over here with me to the Trump supporters side and maybe you can show me if there is racism over here that I should be concerned. He wants to know if he's going to be safe inside there if he goes. Yeah, come on in. You go with us. We'll welcome you. Hey, you guys almost changing me around. Hold on a few more. I might change my mind. I don't I don't see enough of me to represent with me here. You're with us. That's all that matters. It don't black white don't mean shit.",en
../data/audios\6885485630403448070,"If you support All Lives Matter, you support LGBTQ right? Look, I love everybody. God created everyone equal. Simple answer to your question is no. Let me elaborate on that. Look, I like to go about this two ways. First way, where does God look at you from? Above, He looks down on you making everyone equal. So back to your question, do LGBTQ people, are they included? No, look, let me elaborate. Everyone is born equal okay? And so I say All Lives Matter because I truly believe all lives matter equally. Look, but no. So essential, how do I put, I'm slipping my tongue. Look, I'll get back to you with the answer to this question. I need to review my sources. The sources I did cite in this video are here and here. Thank you so much.",en
../data/audios\6885486070885027078,"Well, um...",en
../data/audios\6885532492862885125,"I'm sorry, but you know how pathetic it must be to be running for president for your second term? And the literal Avengers, the cast of the fucking Avengers, are holding a fundraiser for your opponent. Just just concede just fucking call it off.",en
../data/audios\6885729970996399366,"An American flag, you know, just in case you guys were scared for a second. Yeah, a lot of brown people here tonight, you know I don't know what you said, but you too guy you too. I think you said black power is after sick you say Magga Oh, are you you said it with the thickest Mexican accent ever heard though. It's so confusing And Magga and Magga Fuck yeah, dude, I'm glad you made it over the wall, but uh Shit, dude, only in Fremont you got fucking Mexican Trump supporters. I love that respect respect man. Live your life I don't care. I'm voting for Kanye. It doesn't matter",en
../data/audios\6885797175549381893,"President Obama and the First Lady are taking their tradition of date night on the road this weekend. They went to see a Broadway show. Extravagant date night. Date night. They want to go to Broadway, they want to go out to dinner, they hold hands. I'm just saying the taxpayer expense, the flying a private jet here. She should have also acquiesced to less extravagance during a time of war and during a time of an economic crisis. It is inappropriate while a country is suffering for him to spend 350 grand, you know, to take a picture of the Statue of Liberty when you can photoshop it for 20 bucks. The emails are pouring in on this. The White House declined to say how much the trip was costing taxpayers. Boy, we'd like to know, like that Air Force One flyover for the photos, we'd like to know. I'm sure of that.",en
../data/audios\6885834351523761414,Oh,en
../data/audios\6885845335579626757,Oh look at that. Alright guys I have to sneeze. It's just allergy.,en
../data/audios\6885848912570158342,well i like donald trump because i'm a christian and he's a christian too he is a man of god donald trump a christian? that's a good one that's a good one then uh that's not a joke he is a christian okay well he's a christian he's a really shitty one so let's get into it he's been divorced multiple times and also cheated on every single wife he's had one of his mistresses was a porn star and i'm pretty sure christianity isn't about porn my friend trump is also a pedophile who is openly bragged about walking into a dressing room full of 15 year old girls and watching them undress oh yeah let's not forget abortions he's paid for multiple of those too fake news fake news okay well if you don't believe it for me i'm sure you'll believe it from the priest of the church where trump stood outside holding the bible upside down by the way i said that that was disgrace and trump isn't a real christian nope nope that's fake news too fake news thank you for proving my exact point the all you christian trump supporters are just brainwashed and are only going to believe the christians that support your narrative if i didn't make it clear trump's not a christian he's just playing you,en
../data/audios\6885854044779220229,"Hey, I just want to take a moment to apologize to the owner of the cat that I had run over yesterday. Uh, it wasn't supposed to be an offensive video and it might have seemed a little bit like that way. And then I just- I just hit a dog.",en
../data/audios\6885915066810518789,"Our Biden signs have been getting stolen and slashed, so here's how we made our new ones. First, I used a stencil to paint on plywood, ran a chain through it, and wired it onto steel posts. Next, I spread Tanglefoot, which is super sticky, and glitter over the chains. Then I combined old motor oil, glitter, super concentrated skunk scent, and poured it over the cinder blocks. Last, I topped it off with some more glitter. And there's sign number one.",en
../data/audios\6885935131924778246,I'm not in this election.,en
../data/audios\6886115713392676101,You're 16 and from Canada? What?,en
../data/audios\6886129731184430337,That's the guy I needed to talk to. The man who gave the benediction on the opening night of the RNC. I believe Donald Trump without question loves God. He believes in the one true God. He believes Jesus Christ is his Lord and Savior. He believes that marriage is between one man and one woman. He believes that... Wait. What? He believes marriage is between one man and one woman. Who does? Donald Trump believes one marriage is between one man and one woman. Until a younger woman comes along. Check one Slovenian and one American. So your point is... This one man one woman thing. I ran the numbers. They don't check out.,en
../data/audios\6886132209607085317,"If you like it, you should have put a blank on it. Please fill the blank. If you like it, you should have put a hat on it. Okay, and mom, if you like it, you should have put a blank on it. Please fill the blank in. If you like it... Next question. Were one of those right? No, it is, if you like it, you should have put a ring on it, from Beyonce. If you like it, you should have put a ring on it. You are the last two people on the face of the earth that don't know that. Okay, number 10. What was the Tide Pod challenge? The Tide Pod challenge was the little pods you use in the dishwasher. Were to see if they were better than other brands. Okay. Yeah, like the other quotes, I agree with that. You concur? Okay, very good.",en
../data/audios\6886132787015929093,"I'm a wife, I'm Chris Hudson's wife. God love you. Thank you. I wanted to... This is Chris's wife. I'm his son. Well, how are you? Thank you for hugging me. You okay? You okay? You'll be okay. We're gonna be okay. We're gonna be okay. I promise. Okay? I promise. That's why I'm voting for him. That's why.",en
../data/audios\6886136929566362886,"I bet you can't name one thing that Trump's done that's actually bad for the country. He's given up on COVID. It's like he doesn't even care anymore. He thinks climate change is a hoax and he's completely destroyed the Environmental Protection Agency. He repealed net neutrality. He's put 70,000 migrant children into custody and into cages. He's commanded ICE to keep raiding and terrorizing immigrants. He wants to end Obamacare and he still doesn't have a plan to replace it. He wants to defund Planned Parenthood. He wants to overturn Roe vs. Wade and make abortion illegal. He still hasn't released his tax return. He owes almost a billion dollars and he won't say who he owes the money to. We have the highest unemployment rate in 80 years. His administration has the most criminal indictments in US history. 25 women have accused him of sexual misconduct. He's appointed more billionaires to administrative positions than any other president. He reversed civil rights protections for transgender people in the workplace. He implemented a ban on transgender people from serving in the military. He increased drone strikes by 432%. He had Black Lives Matter protesters tear gas for a photo op at the Bible. He got impeached. That's all fake news, son!",en
../data/audios\6886173012404538629,"It's not so important shoulda oh I have some pretzels for you. Do you know what you just said? Well, you're cheery. I'm always like this Oh, yeah, sure. You're certainly not gonna win. Can I see you back company? Can't wait Now's your chance you can be a funny wiener can't you I'm important Oh You want to be me don't you quite a figure quite a figure and no Looks like we have a problem. Yeah, leave it to me. Okay, we're gonna squeeze him How do can I do can to your face? How about are you wearing a big boy shirt? Yeah, they're probably never will again",en
../data/audios\6886185694163766534,"Hi, I want to show you what I got as a gift called a damn it doll",en
../data/audios\6886197943674719493,"So if anyone's looking for a really good read, I highly recommend this. It's called Why Trump Deserves Trust, Respect, and Admiration. Yeah, so this guy basically he compiled a complete and brilliantly accurate account of Donald Trump's virtues and qualities. It's a refreshingly different biographical masterpiece. So yeah, it's really thorough. I really highly recommend it. Great read.",en
../data/audios\6886201464390176005,Can you imagine if I had a secret Chinese bank account when I was running for reelection? You think Fox News might have been a little concerned about that? They would have called me Beijing Berry.,en
../data/audios\6886206451245845765,"We literally left this White House a pandemic playbook that would have shown them how to respond before the virus reached our shores. They probably used it to, I don't know, prop up a wobbly table somewhere. We don't know where that playbook went.",en
../data/audios\6886206940674854149,"I get that this president wants full credit for the economy he inherited, and zero blame for the pandemic that he ignored. But you know what? The job doesn't work that way. Tweeting at the television doesn't fix things. Making stuff up doesn't make people's lives better.",en
../data/audios\6886242941497576709,"Okay next voter in line. What's your name? Melania. Melania? Melania Trump? Please don't tell nobody I'm here. He doesn't know I'm here. I'll give you all the money in my wallet, even including the wallet. Please just give me the voting booth. I can't do another four years of this bullshit. Oh girl, I understand. Go to the voting booth right on your right. Thank you. I hope he loses. That's a damn shame. Even his own wife don't like him.",en
../data/audios\6886440408893656325,Outro,en
../data/audios\6886472059279478021,Does Joe Biden have a brother? I'm lucky I have two younger brothers. I'm the oldest of three and I've got a sister who's the love of my life.,en
../data/audios\6886473009113074950,"Not to get political or anything, but this was Biden and Trump's best arguments at their debates. I just have one thing to say.",en
../data/audios\6886477928071318789,"Trump said that he was going to get 95% of the African American vote. As a black man, are you voting for Trump? I absolutely am.",en
../data/audios\6886559606412233990,"All right guys, this has got to stop. We've got to put an end to this crap. Today, my 21 year old son was assaulted for wearing a Joe Biden t-shirt. My 21 year old son that has never laid a hand on anybody, hasn't bothered anybody, keeps to himself, got slapped around just for wearing a Joe Biden shirt today. And I told him I'd do it again if he ever wore that crap inside my house again. Trump 2020.",en
../data/audios\6886571767796600069,"What it would look like if the 2020 presidential candidates were kids. Joe Biden, one of the earliest star influencers of musical.ly. Donald Trump, a boy who comes across sweet, but is secretly killing and burying squirrels in his backyard. Big Daddy Pence, an all-state baseball player who lost his college scholarship after getting a DUI. Kamala Harris, president of the My Little Pony fan club. Melania Trump, a girl forced to join beauty pageants across the country against her will, but she also doesn't lose. Barack Obama, Miles Morales, Spider-verse.",en
../data/audios\6886617657974508805,"Weeks now your own officials say it could take well into 2021 at the earliest for enough Americans to get vaccinated And even then they say the country will be wearing masks and distancing into 2022. Is your time realistic? No, I think my timeline is going to be more accurate. I don't know that they're counting on the military",en
../data/audios\6886622094277233921,"I mean to the United States. All right, I want to talk about both of your different strategies to handle. He thought I shouldn't have closed the border. Well, that's obvious. Is that do you want to respond to that quickly, Vice President Biden? No.",en
../data/audios\6886622166452817158,Russia is wanting to make sure that I do not get elected the next president of the United States because they know I know them and they know me. I don't understand why this president is unwilling to take on Putin.,en
../data/audios\6886628741485726981,"Hey guys, so I'm at the Trump store right now wearing the drip. I'm just going to go in there and ask for a Biden flag. Let's see how this goes. How you doing today? Hey, you wouldn't happen to have any Biden flags in here, would you? No Biden flags? Okay. You a Trump supporter yourself? Yes, sir. I don't like Biden. He's a pedophile. Mm-hmm. Don't he difference between him and a pedophile's in prison? He ain't been convicted yet. Didn't bother me. You know, I just figured you had mixed emotions. Yeah. Did you see me outside? You did? Did you see the flesh like going through? I was trying to make like an intro or did you walk outside and see it? I was like I smoke and I wasn't paying. Did you see the mask? I was watching the girl across the street with the little short, short sign. Oh.",en
../data/audios\6886644129497976070,"Let me allow Vice President Biden to respond. I never said I opposed fracking. You said it on tape. I did. Show the tape. Put it on your website. I'll put it on your website. Would there be any place for fossil fuels, including coal and fracking, in a Biden administration? No. We would work it out. We would make sure it's eliminated.",en
../data/audios\6886647519930092805,"I am the least racist person. I can't even see the audience because it's so dark, but I don't care who's in the audience. I'm the least racist person in this room.",en
../data/audios\6886656449552993541,"What do you say to Americans who are concerned by that rhetoric? I don't know what to say. I got criminal justice reform done and prison reform and opportunity zones. I took care of black colleges and universities. I don't know what to say. They can say anything. I mean, they can say anything. It's a very, it makes me sad because I am, I am the least racist person. I can't even see the audience because it's so dark, but I don't care who's in the audience. I'm the least racist person in this room. I don't get how people continue to call him a racist when he's done all of this for the black community. He also left out how he created the lowest black, Hispanic, and Asian unemployment in history. If he's a racist, he's the worst freaking racist of all time. Liberals, please in the comments tell me how is this man a racist? Because I don't see it.",en
../data/audios\6886686703310982405,America and we have always said we've never looked up to we hold these truths to be self-evident all men and women are creating Guess what? We have,en
../data/audios\6886691862728543489,"Let me allow Vice President Biden to respond. I have never said I oppose fracking. You said it on tape. I did. Show the tape. Put it on your website. I'll put it on. Put it on the website. The fact of the matter is, he's flat lying. Would you rule out banning? Would there be any place for fossil fuels, including coal and fracking, in a Biden administration? No, we would work it out. We would make sure it's eliminated and no more subsidies for either one of those.",en
../data/audios\6886712464562523398,Absolutely Joel,en
../data/audios\6886795876329655557,"Joe Biden has had a surprisingly tragic life. Just a few years ago, he lost his oldest son, Bo, to cancer, while his younger son, Hunter, has spent years struggling to free himself from dependence on drugs and alcohol. Perhaps the greatest sorrow in Joe Biden's life, however, occurred early on in his senatorial career when he received the kind of phone call every spouse and parent dreads. The call said my wife was dead. Oh, my God. My daughter was dead. And I wasn't sure how my sons were going to make it. As Biden told Marie Claire on December 18, 1972, my wife and three children were Christmas shopping. A tractor trailer broadsided them and killed my wife and killed my daughter. Suddenly, the young senator-elect from Delaware found himself a single dad with his two surviving kids in the hospital with serious injuries, and he was actually sworn into office at their bedside.",en
